Unnamed: 0,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,timestamp,tool_wear,experiment_tag,time,VB_mm,ACTION_CODE
17600,-14.705,-5.917,-1.978,0.03,-0.059,-0.05,0.12,697.60322,0.106072235,c1,697.60322,0.106072235,0
17700,-6.678,-1.162,-4.216,0.073,-0.117,-0.089,0.1,701.56324,0.106542412,c1,701.56324,0.106542412,0
17800,-0.942,20.155,1.742,-0.122,-0.101,-0.02,0.118,705.52326,0.107015412,c1,705.52326,0.107015412,0
17900,8.588,3.04,-14.613,-0.087,0.091,-0.01,0.112,709.48328,0.107490906,c1,709.48328,0.107490906,0
18000,8.459,10.699,-10.678,-0.058,-0.018,-0.012,0.157,713.4433,0.10796857,c1,713.4433,0.10796857,0
18100,-4.871,1.244,-10.692,-0.103,-0.095,0.052,0.128,717.4433,0.10796857,c1,717.4433,0.10796857,0
18200,-9.408,0.613,6.737,0.168,0.029,0.022,0.097,721.40332,0.108448077,c1,721.40332,0.108448077,0
18300,4.091,-6.983,2.11,0.073,0.11,0.006,0.1,725.36334,0.108929106,c1,725.36334,0.108929106,0
18400,8.942,6.113,-13.356,-0.13,-0.206,0.025,0.102,729.32336,0.109411335,c1,729.32336,0.109411335,0
18500,7.436,3.725,-11.619,0.03,-0.206,-0.143,0.103,733.28338,0.109894445,c1,733.28338,0.109894445,0
18600,12.496,6.91,-13.85,0.088,0.02,-0.183,0.118,737.2434,0.110378122,c1,737.2434,0.110378122,0
18700,5.5,15.066,11.285,0.005,-0.044,0.14,0.119,741.20342,0.110862053,c1,741.20342,0.110862053,0
18800,-5.841,14.166,0.005,-0.014,-0.028,0.075,0.096,745.16344,0.111345929,c1,745.16344,0.111345929,0
18900,1.14,-1.99,13.346,-0.069,0.073,-0.148,0.109,749.12346,0.111829446,c1,749.12346,0.111829446,0
19000,7.275,6.222,2.655,-0.122,0.215,0.176,0.102,753.08348,0.112312304,c1,753.08348,0.112312304,0
19100,19.345,5.998,-22.29,-0.089,-0.124,-0.338,0.175,757.0435,0.112794207,c1,757.0435,0.112794207,0
19200,-6.144,-7.045,5.097,0.013,-0.259,-0.098,0.136,761.0435,0.112794207,c1,761.0435,0.112794207,0
19300,24.16,17.329,-13.34,-0.039,-0.014,-0.165,0.111,765.00352,0.113274865,c1,765.00352,0.113274865,0
19400,-5.696,-3.676,2.601,-0.04,-0.069,-0.097,0.109,768.96354,0.113753993,c1,768.96354,0.113753993,0
19500,-4.028,2.554,14.463,-0.008,0.09,-0.18,0.111,772.92356,0.11423131,c1,772.92356,0.11423131,0
19600,15.29,13.335,24.059,0.022,0.061,-0.063,0.102,776.88358,0.114706544,c1,776.88358,0.114706544,0
19700,35.677,14.695,32.617,0.117,0.085,0.015,0.102,780.8436,0.115179426,c1,780.8436,0.115179426,0
19800,34.377,7.409,34.659,-0.053,-0.139,-0.146,0.14,784.80362,0.115649696,c1,784.80362,0.115649696,0
19900,41.243,2.324,40.569,-0.001,-0.035,-0.13,0.109,788.76364,0.116117099,c1,788.76364,0.116117099,0
20000,23.838,9.513,-16.075,-0.032,0.014,-0.236,0.143,792.72366,0.116581387,c1,792.72366,0.116581387,0
20100,21.321,-5.671,-10.396,0.045,0.152,0.17,0.122,796.68368,0.117042322,c1,796.68368,0.117042322,0
20200,22.607,12.678,-24.431,0.155,0.09,-0.456,0.255,800.6437,0.117499668,c1,800.6437,0.117499668,0
20300,-1.251,-4.814,14.953,-0.51,-0.115,-0.07,0.15,804.6437,0.117499668,c1,804.6437,0.117499668,0
20400,-8.762,1.951,-12.96,0.138,0.204,0.334,0.106,808.60372,0.117953202,c1,808.60372,0.117953202,0
20500,5.458,-3.042,-1.224,0.048,0.159,0.118,0.123,812.56374,0.118402707,c1,812.56374,0.118402707,0
20600,27.462,19.117,34.241,-0.036,-0.065,-0.125,0.098,816.52376,0.118847972,c1,816.52376,0.118847972,0
20700,24.848,6.699,-15.706,0.007,0.159,0.197,0.101,820.48378,0.119288796,c1,820.48378,0.119288796,0
20800,41.554,13.206,41.123,-0.119,0.036,0.113,0.109,824.4438,0.119724988,c1,824.4438,0.119724988,0
20900,-8.366,4.415,1.709,0.092,-0.119,0.044,0.117,828.40382,0.120156362,c1,828.40382,0.120156362,1
21000,25.5,5.285,-12.927,-0.033,0.031,0.084,0.139,832.36384,0.120582744,c1,832.36384,0.120582744,1
21100,-3.155,0.64,16.718,-0.068,0.021,0.025,0.111,836.32386,0.121003967,c1,836.32386,0.121003967,1
21200,-16.414,7.064,-0.564,0.296,-0.111,0.136,0.158,840.28388,0.121419872,c1,840.28388,0.121419872,1
21300,40.848,13.367,-14.628,-0.087,0.069,-0.139,0.202,844.28388,0.121419872,c1,844.28388,0.121419872,1
21400,-6.867,-1.68,2.009,0.089,-0.028,-0.272,0.096,848.2439,0.121830313,c1,848.2439,0.121830313,1
21500,-11.539,-1.188,4.423,0.249,0.1,0.253,0.114,852.20392,0.122235149,c1,852.20392,0.122235149,1
21600,16.554,5.665,-23.732,-0.103,0.031,0.158,0.122,856.16394,0.12263425,c1,856.16394,0.12263425,1
21700,-11.666,-2.573,-17.04,-0.102,-0.055,0.124,0.113,860.12396,0.123027496,c1,860.12396,0.123027496,1
21800,21.107,7.528,-14.519,0.012,0.079,0.019,0.099,864.08398,0.123414775,c1,864.08398,0.123414775,1
21900,-4.758,-10.577,-13.323,0.003,-0.014,0.132,0.111,868.044,0.123795988,c1,868.044,0.123795988,1
22000,19.568,7.545,30.047,0.138,0.007,0.046,0.106,872.00402,0.12417104,c1,872.00402,0.12417104,1
22100,37.124,20.811,31.781,0.024,-0.212,0.049,0.109,875.96404,0.124539851,c1,875.96404,0.124539851,1
22200,-24.261,-6.161,-3.301,0.031,-0.068,-0.201,0.133,879.92406,0.124902347,c1,879.92406,0.124902347,1
22300,3.581,14.048,-1.51,-0.097,0.176,0.0,0.152,883.88408,0.125258466,c1,883.88408,0.125258466,1
22400,60.337,24.509,44.74,0.043,0.346,-0.298,0.148,887.88408,0.125258466,c1,887.88408,0.125258466,1
22500,33.785,20.446,-16.942,-0.109,-0.086,-0.1,0.118,891.8441,0.125608155,c1,891.8441,0.125608155,1
22600,27.341,5.769,-8.483,-0.077,0.11,0.047,0.115,895.80412,0.12595137,c1,895.80412,0.12595137,1
22700,29.267,3.258,-11.338,0.002,0.09,0.039,0.089,899.76414,0.126288078,c1,899.76414,0.126288078,1
22800,58.451,22.529,46.632,0.088,0.221,0.046,0.087,903.72416,0.126618256,c1,903.72416,0.126618256,1
22900,34.579,9.007,-16.573,-0.144,-0.005,0.182,0.117,907.68418,0.126941889,c1,907.68418,0.126941889,1
23000,-18.419,-3.412,-5.256,0.15,-0.05,0.159,0.093,911.6442,0.127258973,c1,911.6442,0.127258973,1
23100,7.275,30.376,15.078,-0.053,-0.119,-0.041,0.095,915.60422,0.127569513,c1,915.60422,0.127569513,1
23200,1.353,2.153,23.8,0.18,0.033,0.062,0.116,919.56424,0.127873524,c1,919.56424,0.127873524,1
23300,-19.984,16.753,0.313,0.215,-0.152,0.009,0.106,923.52426,0.128171032,c1,923.52426,0.128171032,1
23400,18.585,-13.017,-9.13,-0.193,0.007,0.106,0.186,927.48428,0.128462069,c1,927.48428,0.128462069,1
23500,-0.47,-3.252,3.495,0.065,-0.018,0.056,0.193,931.48428,0.128462069,c1,931.48428,0.128462069,1
23600,-15.342,-2.94,7.287,-0.21,0.187,-0.268,0.115,935.4443,0.12874668,c1,935.4443,0.12874668,1
23700,-9.288,-2.608,6.33,0.211,0.467,0.242,0.099,939.40432,0.129024918,c1,939.40432,0.129024918,1
23800,32.392,18.249,36.295,-0.009,-0.022,-0.103,0.101,943.36434,0.129296844,c1,943.36434,0.129296844,1
23900,21.62,15.876,30.963,-0.119,-0.081,-0.247,0.093,947.32436,0.129562531,c1,947.32436,0.129562531,1
24000,6.996,11.25,22.214,0.043,-0.018,0.003,0.126,951.28438,0.129822058,c1,951.28438,0.129822058,1
24100,40.486,16.34,-20.268,-0.009,0.198,0.008,0.114,955.2444,0.130075515,c1,955.2444,0.130075515,1
24200,-8.458,17.244,14.793,-0.099,-0.188,-0.05,0.097,959.20442,0.130323,c1,959.20442,0.130323,1
24300,61.84,4.943,52.907,0.134,0.028,-0.065,0.112,963.16444,0.130564621,c1,963.16444,0.130564621,1
24400,-11.886,27.903,4.994,-0.053,0.037,0.163,0.126,967.12446,0.130800492,c1,967.12446,0.130800492,1
24500,0.707,0.505,13.102,-0.122,0.324,-0.257,0.181,971.08448,0.131030739,c1,971.08448,0.131030739,1
24600,53.241,37.707,35.31,0.012,0.184,-0.341,0.195,975.08448,0.131030739,c1,975.08448,0.131030739,1
24700,5.09,12.982,-17.264,-0.26,-0.156,-0.236,0.115,979.0445,0.131255493,c1,979.0445,0.131255493,1
24800,51.126,11.751,-22.218,-0.174,-0.032,0.134,0.1,983.00452,0.131474895,c1,983.00452,0.131474895,1
24900,-4.311,-0.821,-14.006,0.058,-0.075,0.25,0.089,986.96454,0.131689094,c1,986.96454,0.131689094,1
25000,21.483,8.971,24.919,0.061,-0.052,-0.134,0.09,990.92456,0.131898245,c1,990.92456,0.131898245,1
25100,77.918,24.369,44.942,-0.201,-0.096,-0.055,0.093,994.88458,0.132102513,c1,994.88458,0.132102513,1
25200,33.941,1.663,-16.111,0.212,-0.036,0.07,0.118,998.8446,0.132302069,c1,998.8446,0.132302069,1
25300,38.983,-1.815,-13.644,0.223,-0.023,-0.039,0.095,1002.80462,0.132497093,c1,1002.80462,0.132497093,1
25400,66.571,6.141,-21.698,-0.024,0.019,-0.124,0.128,1006.76464,0.13268777,c1,1006.76464,0.13268777,1
25500,60.244,-7.564,-14.067,-0.134,0.083,0.181,0.107,1010.72466,0.132874293,c1,1010.72466,0.132874293,1
25600,18.75,33.517,4.299,-0.128,-0.013,-0.19,0.214,1014.68468,0.133056861,c1,1014.68468,0.133056861,1
25700,23.413,11.256,-21.934,-0.049,-0.229,0.079,0.15,1018.68468,0.133056861,c1,1018.68468,0.133056861,1
25800,83.903,31.87,34.862,-0.2,-0.003,-0.341,0.148,1022.6447,0.133235681,c1,1022.6447,0.133235681,1
25900,86.14,29.051,38.104,-0.139,-0.014,-0.467,0.105,1026.60472,0.133410964,c1,1026.60472,0.133410964,1
26000,86.497,12.024,-20.106,-0.065,0.15,-0.168,0.105,1030.56474,0.13358293,c1,1030.56474,0.13358293,1
26100,104.0,23.436,46.993,0.121,0.356,0.215,0.11,1034.52476,0.133751803,c1,1034.52476,0.133751803,1
26200,37.475,-9.796,-17.285,-0.063,0.013,0.143,0.124,1038.48478,0.133917812,c1,1038.48478,0.133917812,1
26300,80.694,4.134,-15.192,-0.048,0.09,0.024,0.111,1042.4448,0.134081193,c1,1042.4448,0.134081193,1
26400,69.204,11.609,-6.933,0.119,0.149,0.023,0.103,1046.40482,0.134242187,c1,1046.40482,0.134242187,1
26500,59.845,37.284,17.012,-0.072,-0.17,-0.128,0.127,1050.36484,0.134401039,c1,1050.36484,0.134401039,1
26600,101.75,28.54,34.834,-0.209,-0.305,-0.35,0.139,1054.32486,0.134558,c1,1054.32486,0.134558,1
26700,52.612,-6.092,6.688,-0.127,-0.118,0.062,0.164,1058.32486,0.134558,c1,1058.32486,0.134558,1
26800,29.618,-20.615,6.372,-0.057,-0.31,0.315,0.14,1062.28488,0.134713324,c1,1062.28488,0.134713324,1
26900,31.487,3.387,-8.796,-0.088,-0.272,0.315,0.121,1066.2449,0.134867269,c1,1066.2449,0.134867269,1
27000,91.089,12.581,33.871,0.236,0.309,-0.174,0.112,1070.20492,0.1350201,c1,1070.20492,0.1350201,1
27100,87.421,13.02,36.747,-0.033,-0.091,-0.114,0.101,1074.16494,0.135172083,c1,1074.16494,0.135172083,1
27200,137.13,31.665,52.858,-0.118,0.085,0.005,0.105,1078.12496,0.135629184,c1,1078.12496,0.135629184,1
27300,63.96,-4.458,15.488,0.06,-0.016,-0.116,0.123,1082.08498,0.13626502,c1,1082.08498,0.13626502,1
27400,28.291,-14.389,-2.866,0.078,-0.149,-0.19,0.088,1086.045,0.136902076,c1,1086.045,0.136902076,1
27500,28.037,-15.131,-5.601,-0.043,-0.098,-0.242,0.101,1090.00502,0.137540114,c1,1090.00502,0.137540114,1
27600,64.659,27.713,10.038,-0.014,-0.144,-0.191,0.125,1093.96504,0.138178896,c1,1093.96504,0.138178896,1
27700,30.936,-6.584,0.439,0.383,-0.119,-0.447,0.149,1097.92506,0.138818185,c1,1097.92506,0.138818185,1
27800,87.104,20.216,-26.231,-0.131,0.049,0.429,0.217,1101.92506,0.138818185,c1,1101.92506,0.138818185,1
27900,134.54,18.12,-20.986,-0.323,-0.027,0.002,0.144,1105.88508,0.139457746,c1,1105.88508,0.139457746,1
28000,74.196,-8.98,2.254,0.088,0.217,-0.294,0.136,1109.8451,0.140097347,c1,1109.8451,0.140097347,1
28100,42.355,-17.243,-1.187,0.177,-0.286,-0.033,0.107,1113.80512,0.140736757,c1,1113.80512,0.140736757,1
28200,-33.644,-8.911,-10.294,-0.022,-0.237,-0.045,0.133,1117.76514,0.141375747,c1,1117.76514,0.141375747,1
28300,75.828,31.535,39.869,0.081,-0.053,0.165,0.097,1121.72516,0.142014092,c1,1121.72516,0.142014092,1
28400,18.801,7.302,31.421,-0.103,0.159,0.009,0.089,1125.68518,0.14265157,c1,1125.68518,0.14265157,1
28500,-35.667,-14.858,-9.361,0.212,-0.35,-0.049,0.083,1129.6452,0.143287961,c1,1129.6452,0.143287961,1
28600,69.592,18.605,52.073,-0.277,0.036,0.06,0.084,1133.60522,0.14392305,c1,1133.60522,0.14392305,1
28700,49.384,12.781,-29.341,-0.116,0.228,-0.187,0.124,1137.56524,0.144556624,c1,1137.56524,0.144556624,1
28800,-16.604,-4.44,7.249,0.133,0.241,0.107,0.151,1141.56524,0.144556624,c1,1141.56524,0.144556624,1
28900,31.904,4.187,-9.768,0.085,0.17,0.07,0.108,1145.52526,0.145188477,c1,1145.52526,0.145188477,1
29000,-18.309,-10.787,8.612,-0.076,-0.046,0.082,0.103,1149.48528,0.145818404,c1,1149.48528,0.145818404,1
29100,4.096,11.433,-28.652,0.033,0.021,-0.073,0.111,1153.4453,0.146446208,c1,1153.4453,0.146446208,1
29200,48.186,12.935,-26.967,-0.179,-0.047,-0.147,0.109,1157.40532,0.147071694,c1,1157.40532,0.147071694,1
29300,65.863,27.337,50.337,-0.052,-0.067,-0.209,0.103,1161.36534,0.147694672,c1,1161.36534,0.147694672,1
29400,71.575,21.216,48.519,-0.072,0.201,0.201,0.088,1165.32536,0.148314961,c1,1165.32536,0.148314961,1
29500,16.027,5.563,33.268,-0.13,0.141,-0.075,0.086,1169.28538,0.148932381,c1,1169.28538,0.148932381,1
29600,-51.539,-17.075,-4.368,0.232,-0.107,-0.006,0.098,1173.2454,0.149546761,c1,1173.2454,0.149546761,1
29700,5.794,12.578,-6.156,0.279,0.266,-0.12,0.095,1177.20542,0.150157933,c1,1177.20542,0.150157933,1
29800,35.648,-4.328,-20.837,-0.02,0.321,-0.119,0.131,1181.16544,0.150765739,c1,1181.16544,0.150765739,1
29900,9.341,13.634,24.75,0.124,0.029,0.196,0.235,1185.16544,0.150765739,c1,1185.16544,0.150765739,1
30000,26.446,-1.619,51.782,0.097,0.039,0.012,0.094,1189.12546,0.151370024,c1,1189.12546,0.151370024,1
30100,2.079,-12.283,3.309,0.13,0.08,-0.354,0.147,1193.08548,0.151970641,c1,1193.08548,0.151970641,1
30200,48.784,13.195,-27.497,0.081,0.211,0.081,0.106,1197.0455,0.15256745,c1,1197.0455,0.15256745,1
30300,75.799,30.431,54.005,0.098,0.071,0.021,0.118,1201.00552,0.153160317,c1,1201.00552,0.153160317,1
30400,59.123,24.675,46.587,-0.161,-0.161,0.076,0.129,1204.96554,0.153749117,c1,1204.96554,0.153749117,1
30500,40.247,25.132,35.877,-0.196,-0.193,-0.215,0.117,1208.92556,0.15433373,c1,1208.92556,0.15433373,1
30600,23.863,32.194,30.857,-0.04,-0.087,-0.117,0.117,1212.88558,0.154914044,c1,1212.88558,0.154914044,1
30700,-19.495,28.282,14.495,-0.085,-0.288,-0.089,0.105,1216.8456,0.155489956,c1,1216.8456,0.155489956,1
30800,56.89,12.593,-32.431,-0.02,0.263,-0.177,0.107,1220.80562,0.156061371,c1,1220.80562,0.156061371,1
30900,-4.811,6.733,-11.201,-0.287,0.325,0.438,0.253,1224.76564,0.156628199,c1,1224.76564,0.156628199,1
31000,86.023,38.939,56.174,-0.152,0.35,-0.191,0.15,1228.76564,0.156628199,c1,1228.76564,0.156628199,1
31100,19.15,20.384,-27.44,-0.023,-0.041,0.126,0.134,1232.72566,0.15719036,c1,1232.72566,0.15719036,1
31200,-46.653,-6.44,-15.245,-0.191,-0.301,0.222,0.112,1236.68568,0.157747784,c1,1236.68568,0.157747784,1
31300,88.992,42.276,51.496,-0.37,-0.012,0.346,0.113,1240.6457,0.158300405,c1,1240.6457,0.158300405,1
31400,4.95,10.357,32.377,0.097,-0.121,-0.205,0.131,1244.60572,0.158848168,c1,1244.60572,0.158848168,1
31500,50.792,9.477,-16.164,-0.263,-0.069,-0.031,0.127,1248.56574,0.159391028,c1,1248.56574,0.159391028,1
31600,-59.88,-17.279,-3.799,0.269,0.001,-0.13,0.108,1252.52576,0.159928945,c1,1252.52576,0.159928945,1
31700,14.425,38.354,24.436,0.249,-0.226,-0.149,0.175,1256.48578,0.160461891,c1,1256.48578,0.160461891,1
31800,48.981,15.885,-30.712,-0.434,0.084,0.046,0.157,1260.4458,0.160989843,c1,1260.4458,0.160989843,1
31900,-0.247,2.647,0.67,0.063,0.046,0.047,-0.004,1264.40582,0.161512791,c1,1264.40582,0.161512791,1
32000,9.978,11.689,-27.759,0.014,0.226,0.027,0.125,1268.40582,0.161512791,c1,1268.40582,0.161512791,1
32100,40.51,-3.428,-14.563,0.163,0.274,0.115,0.176,1272.36584,0.16203073,c1,1272.36584,0.16203073,1
32200,-29.016,-11.087,17.897,0.486,0.168,0.079,0.126,1276.32586,0.162543667,c1,1276.32586,0.162543667,1
32300,-35.369,-4.091,-21.647,-0.065,-0.127,0.2,0.157,1280.28588,0.163051617,c1,1280.28588,0.163051617,1
32400,-34.003,-16.823,-18.39,0.155,0.16,0.226,0.193,1284.2459,0.163554601,c1,1284.2459,0.163554601,1
32500,50.324,12.241,-25.708,-0.005,-0.013,-0.167,0.149,1288.20592,0.164052654,c1,1288.20592,0.164052654,1
32600,6.16,26.988,25.855,0.026,-0.227,0.033,0.158,1292.16594,0.164545817,c1,1292.16594,0.164545817,1
32700,99.645,19.379,64.094,-0.032,-0.073,0.052,0.154,1296.12596,0.16503414,c1,1296.12596,0.16503414,1
32800,13.502,48.541,25.377,0.214,-0.17,-0.076,0.151,1300.08598,0.165517683,c1,1300.08598,0.165517683,1
32900,77.031,25.336,51.365,0.22,0.039,0.201,0.276,1304.046,0.165996513,c1,1304.046,0.165996513,1
33000,70.577,24.583,-28.351,-0.013,0.068,0.476,0.18,1308.046,0.165996513,c1,1308.046,0.165996513,1
33100,-9.539,-2.63,16.547,-0.06,-0.027,-0.418,0.198,1312.00602,0.166470709,c1,1312.00602,0.166470709,1
33200,38.141,1.72,-16.173,-0.008,0.274,-0.087,0.172,1315.96604,0.166940357,c1,1315.96604,0.166940357,1
33300,-18.003,-2.356,21.825,0.207,-0.077,-0.143,0.178,1319.92606,0.16740555,c1,1319.92606,0.16740555,1
33400,78.445,26.416,49.972,-0.212,0.219,0.284,0.171,1323.88608,0.167866395,c1,1323.88608,0.167866395,1
33500,18.715,23.641,32.903,-0.081,-0.054,-0.129,0.195,1327.8461,0.168323002,c1,1327.8461,0.168323002,1
33600,95.172,20.979,62.221,0.051,0.071,-0.025,0.195,1331.80612,0.168775493,c1,1331.80612,0.168775493,1
33700,66.958,-0.411,58.205,0.442,-0.089,0.045,0.189,1335.76614,0.169223997,c1,1335.76614,0.169223997,1
33800,-21.593,-8.571,-3.323,-0.262,-0.191,0.088,0.206,1339.76614,0.169223997,c1,1339.76614,0.169223997,1
33900,-58.921,-33.308,2.812,0.133,-0.232,-0.183,0.204,1343.72616,0.169668654,c1,1343.72616,0.169668654,1
34000,-71.174,-16.196,-4.444,0.092,-0.172,-0.026,0.209,1347.68618,0.170109609,c1,1347.68618,0.170109609,1
34100,91.649,37.917,48.25,0.017,0.048,-0.027,0.238,1351.6462,0.170547017,c1,1351.6462,0.170547017,1
34200,37.739,11.329,47.606,-0.143,0.006,0.086,0.228,1355.60622,0.170981042,c1,1355.60622,0.170981042,1
34300,-69.242,-20.679,-2.989,0.007,-0.139,-0.222,0.231,1359.56624,0.171411854,c1,1359.56624,0.171411854,1
34400,-3.333,-9.973,-20.959,-0.055,-0.297,-0.3,0.25,1363.52626,0.171839631,c1,1363.52626,0.171839631,1
34500,-42.464,-26.805,-8.033,-0.061,-0.032,0.329,0.207,1367.48628,0.172264561,c1,1367.48628,0.172264561,1
34600,101.5,15.155,62.408,-0.364,-0.035,-0.032,0.256,1371.4463,0.172686837,c1,1371.4463,0.172686837,1
34700,2.574,21.285,-29.601,-0.455,0.272,0.075,0.279,1375.4463,0.172686837,c1,1375.4463,0.172686837,1
